PlayerId,Season,pred_IP,pred_SOperIP,pred_BBperIP,pred_HperIP,pred_HBPperIP,pred_HRperIP
2036,2024,100.40360428894259,1.0255302643798168,0.23595793832337558,0.9260920391693974,0.026482318535506495,0.13611105747389612
2520,2024,141.21360511977045,1.0536015734200699,0.3387758655023783,0.9579385188658106,0.048318305343366605,0.15369546932667705
3137,2024,149.0418930134892,1.2236697353281727,0.24454505020973938,0.8231167406855139,0.046565588801004636,0.14420903837009347
4676,2024,119.19343966246991,1.1589399147668655,0.4051504490773095,0.8781743113276865,0.08059282034975795,0.14226298534860507
6632,2024,70.56581742753096,0.9146581463829669,0.38823207019738304,1.0276368403216294,0.047937960311570646,0.14545617361021676
6895,2024,115.44342236529195,0.8181351640631813,0.3453408074222996,1.0125126756018599,0.042061778372434806,0.15058267677350978
6902,2024,95.49337354009278,0.7149976250387328,0.36649805189782686,1.1211853922636719,0.0455449731242701,0.1471609960566827
7048,2024,67.98433260578008,1.4485515737872277,0.47070436614800915,0.8125589682629126,0.028049098487421365,0.1359079738019939
8700,2024,141.38815479182762,0.9188311028964751,0.280383285666649,0.9584527273011361,0.03555311777721014,0.1360393387990918
9132,2024,127.22604933099547,0.8963500325530264,0.2886739748098418,0.9859871011835514,0.043937697385911634,0.1337764047015765
9323,2024,94.20154134428958,0.8022317193017522,0.3920222160442744,1.174283744128211,0.04261654482537381,0.16146065759199568
9803,2024,122.01016657040208,0.7652733049235394,0.22111300059872965,1.0722181250385205,0.04429787953798875,0.1495868003299523
10123,2024,116.7147631846079,0.8923032410429795,0.38962767844124657,1.035843174535915,0.039196069929767374,0.14378559544875577
10310,2024,156.34605396067406,1.101108080474818,0.26903865971857016,0.8340237763580121,0.04133641148823181,0.12222480330647217
10603,2024,148.00641252454915,1.248598933495075,0.2645108605429804,0.8031639994321641,0.06662559589690197,0.1318385818233107
11156,2024,116.18513932319735,1.0139013172223292,0.39537308779324487,0.9186943559964719,0.033207908544860026,0.14324188542259247
11423,2024,125.4337869607587,0.9585858662462802,0.43181713609923883,1.0405634999419162,0.0386603731353733,0.15460640095234748
11589,2024,72.7018391756034,0.757678361434015,0.362177406216474,1.0658337784310337,0.04921964578247723,0.1508172309996747
11674,2024,118.86371308785202,0.8938962530733296,0.2810301924032008,0.9759876166190087,0.03652315376942303,0.15491742824309612
11828,2024,111.80464455489167,1.0326810031686746,0.28345397382158194,0.9457087968656308,0.029509922244234377,0.11261780894973392
11836,2024,103.18401492942498,0.8749643249913415,0.3944072122964506,1.0148428234305498,0.04357701182342491,0.15448460930538507
12049,2024,129.50529904846584,0.7656184415165971,0.27816203987711036,1.077756922991071,0.04229558012427336,0.15385668548715636
12056,2024,52.37618742805334,1.1903981995938717,0.419988166743911,0.8814440528308238,0.03664851858620604,0.15511236619972749
12304,2024,142.52431264028223,0.9080873992410483,0.3220909937325451,0.9628925188244853,0.05341142962343568,0.15016097352226437
12317,2024,116.58398060966994,0.8677626848350122,0.30184627630840394,0.9943812840947431,0.047979937116813955,0.16457933346075537
12447,2024,148.55620513190482,0.9314940523477375,0.28085348714258174,0.9230390461015989,0.03813517493109861,0.12606485509206136
